article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin
CLN-00001,market,피지컬 AI는 미국 제조업을 구원할 수 있을까 [PADO] - 머니투데이,2026-09-19,피지컬 AI는 미국 제조업을 구원할 수 있을까 [PADO] - 머니투데이 mt.co.kr,피지컬 AI는 미국 제조업을 구원할 수 있을까 [PADO] - 머니투데이 mt.co.kr,https://news.google.com/rss/articles/CBMiaEFVX3lxTE8wRWNVR1ZuTjlFbGJCcmpfbkxtTVE0dGtHOW8wZWZxYkkzTUk1VTN3c2ZyRVkyMC1Qa3poQlRkWld3MlByVTU3ckZyQ2JiaDRaQnNkWTJDSWZVS0p0ajd2Q3dBUXhTcHFH0gFuQVVfeXFMTlRtamdTVm9LVmxWVk9TRWVQNV9KMXFVWnctYTV1V3dBVG5pZ1BYaTU4V2ZtV0paeXp5enV5WDJMSFpJeGMtVUluWXpod0JVQ2dVc2R1Q3JwQkRwbW5QaUx2ZVN0anduQkxsNy1mcXc?oc=5,mt.co.kr,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00002,market,"미소정보기술, 정부 'M.AX 전문기업' 선정…제조 AI 사업 확대",2026-09-18,"미소정보기술, 정부 'M.AX 전문기업' 선정…제조 AI 사업 확대 지디넷코리아","미소정보기술, 정부 'M.AX 전문기업' 선정…제조 AI 사업 확대 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTFAxQmFwOXllOC1tZzdaMVpoUUhzZE5qWmlaSHRBaFpCb1BFN1hzOGV3RmdnRGxqeG50YWxPU1ZaUDZDbkx5cDZmNTc2eFlwZ3BaWi1yTm9n?oc=5,지디넷코리아,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00003,market,車·조선·석유화학에 AI 입힌다…울산 ‘제조 대전환’ 승부수,2026-09-18,車·조선·석유화학에 AI 입힌다…울산 ‘제조 대전환’ 승부수 서울경제,車·조선·석유화학에 AI 입힌다…울산 ‘제조 대전환’ 승부수 서울경제,https://news.google.com/rss/articles/CBMiUkFVX3lxTE8xNzczWkVPQTBPanU2QXdXWWVTS1lUNDVpcGtvcVp4a3FGUWk5OFFSaTA5M3E4ZUJvZkt5MkhkbXR0THVmMVViUHVLWUdTN0NLNWfSAVNBVV95cUxNUHNEU2dNY3ZKaGZpNkE0aElkNEx4a0g4NV9oNkg4ekJCWGlLdHVyWFhxQUM1dndNOXZ3M0ZUbDUtLUZ3d2ZHVHFTWU9rWURpdHFZTQ?oc=5,서울경제,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00004,market,피지컬 AI 제조업 연계·협력 방안 논의,2026-09-17,피지컬 AI 제조업 연계·협력 방안 논의 경남매일,피지컬 AI 제조업 연계·협력 방안 논의 경남매일,https://news.google.com/rss/articles/CBMiakFVX3lxTE42QjVPVXVURnFTNk92YTJ0ai11djhWb2VPZ3kzLW1rMVVMWU4zaTBEVkEyMnloOF9yQlluZHZLcUU5OWtJbFlueEZhQ0RGNjNYMEJoOTRPdmM5aFdGR2RQWl9ac3IyNHR2M2c?oc=5,경남매일,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00005,market,"경남, 제조업 AI 전환 속도 실물 AI·휴머노이드 생태계 구축",2026-09-17,"경남, 제조업 AI 전환 속도 실물 AI·휴머노이드 생태계 구축 천지일보","경남, 제조업 AI 전환 속도 실물 AI·휴머노이드 생태계 구축 천지일보",https://news.google.com/rss/articles/CBMiakFVX3lxTE9aTkhlZjlKUXVDdTJWUDg3ZEFCVHN3alBtY25vdUJOOS16bmQ1Zjk0b0hCdjdVYjFhTEZ3RDMtQlVRcEtpLVdYd2ZDZ2x6Tm93cGhzemlCTGhEcXQxTDFsbHdTZkxHUVJaYlE?oc=5,천지일보,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00006,market,경남 '제조 AI 거점' 열었다…GPU 40장 갖춘 공공형 AI센터 가동,2026-09-17,경남 '제조 AI 거점' 열었다…GPU 40장 갖춘 공공형 AI센터 가동 v.daum.net,경남 '제조 AI 거점' 열었다…GPU 40장 갖춘 공공형 AI센터 가동 v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBybGdBSUVsem01NUVkZ0NLa0kxRjB6U2x3cnJrbE5iZ084OHJ5encweEFxRnpReGFxMUx4N05lcmRjX3J1T04yNjR5TlVrVE0?oc=5,v.daum.net,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00007,market,"NC AI, 제조업 위한 피지컬AI 사업 확대",2026-09-17,"NC AI, 제조업 위한 피지컬AI 사업 확대 한국일보","NC AI, 제조업 위한 피지컬AI 사업 확대 한국일보",https://news.google.com/rss/articles/CBMibkFVX3lxTFBTM0FtNUhpbktBU3ZldTUxRE9pcnBESjJFQWYzQnpnMHVFSEJqbWp4bHVnRm5mdmEyVGl3YU0wbTdtcVIxTGNaalRsUUFoZG9JVUNNM2tra1REUjJxaXNRSHRCYVBOQ3pOUTBNWVV30gFzQVVfeXFMTUQ0Uk0yWU45LUtuZHJqM2M3RUVOZGNiODhwd3RuTU5paHRIWGRFR2NOYWZwTEE5Nk9Xekp4UVFvTHVBdFBLTG5DTXBUTjRDOFBOUm00bHFvWkdYaHBIaFBfWE5pRU4tbWtNY0xicHZpUldnWQ?oc=5,한국일보,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00008,market,"제조 AX, 고정설비 넘어 피지컬 AI로 비정형 작업까지 확장해야",2026-09-19,"제조 AX, 고정설비 넘어 피지컬 AI로 비정형 작업까지 확장해야 산업일보","제조 AX, 고정설비 넘어 피지컬 AI로 비정형 작업까지 확장해야 산업일보",https://news.google.com/rss/articles/CBMiREFVX3lxTFBuUGYweHNRb1hFdzZJS2NOczhYTUlBX2NWOXJ2ekdvVk1pbEZPOUNUTXQyeFBGaVR2U3BiV0VFWHNJa0Rn?oc=5,산업일보,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00009,market,"[창간24/AI發 K자 성장③] 화면 밖으로 나온 AI, 제조업 판도 바꾼다",2026-09-17,"[창간24/AI發 K자 성장③] 화면 밖으로 나온 AI, 제조업 판도 바꾼다 서울파이낸스","[창간24/AI發 K자 성장③] 화면 밖으로 나온 AI, 제조업 판도 바꾼다 서울파이낸스",https://news.google.com/rss/articles/CBMiakFVX3lxTE9qTmxDMk1wWm1oOWxZMzR1WFoxMzFpRWxwMi1YdGFZSFF6ZDNNb0hlbDAyeDNzWlNfRlRhVlBpeVRiYTRmRzhrb2tIZUMwVDFBWkE4R0lQdk0wQ0w1MDQ2ZkR3THNHSkRRWHc?oc=5,서울파이낸스,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00010,market,"[아주초대석] 정하중 한국지멘스 사장 韓 제조 AI, 늦지 않았다…관건은 데이터 활용",2026-09-17,"[아주초대석] 정하중 한국지멘스 사장 韓 제조 AI, 늦지 않았다…관건은 데이터 활용 아주경제","[아주초대석] 정하중 한국지멘스 사장 韓 제조 AI, 늦지 않았다…관건은 데이터 활용 아주경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE40eWVFOW5YSTRUV3BRS1Fzby1wdFlpeTRDX3RUY2JZUnBrRFY5M1BXbkwyVGZNTThqT01qRW5Ldzl3b1ZHQXdDbXFmNkpNUVNNRjlqVDBGRWtkd9IBWEFVX3lxTFBaaDA5MjUta2RkU1lwamVHUTF4ZFl3UnNjNDVxdzRQZ1JiSU1IX1FCMTVWYVNxcjYtWkFLM3JkdXNnczU3R1k1YUhYcTNzZ2Y1SXZoaXNyUkg?oc=5,아주경제,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00011,market,"제조 AI 혁신부터 중국 MZ 관광객 유치까지…경남도, 중국 공략에 박차",2026-09-19,"제조 AI 혁신부터 중국 MZ 관광객 유치까지…경남도, 중국 공략에 박차 v.daum.net","제조 AI 혁신부터 중국 MZ 관광객 유치까지…경남도, 중국 공략에 박차 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE4wU1VWcXktZFM3THRXWWo0M184X2YzUVZGNGhlUjZuU2FmVlE4UmY2OUt3YkF4Z0w0aW00cWxPWTM4MEs0QjViYXBXZFlER1E?oc=5,v.daum.net,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00012,market,"제조 AI 데이터플랫폼 캐디, 1억1400만 달러 유치…유니콘 등극",2026-09-19,"제조 AI 데이터플랫폼 캐디, 1억1400만 달러 유치…유니콘 등극 와우테일","제조 AI 데이터플랫폼 캐디, 1억1400만 달러 유치…유니콘 등극 와우테일",https://news.google.com/rss/articles/CBMiT0FVX3lxTE4yMndLaTBtMEVqV2lEYjdGUWN2dVdHdzF4YkZaWU1EYzlpLU5GeG8zVVllcGctaTNhXzZJaXRJdHhkcHpfRnBuUndVZ2lHcEE?oc=5,와우테일,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00013,market,"[기업/일자리]대구 AI기업 빅웨이브AI, 자동차부품 버티컬 AI로 제조업 AX 시장 공략",2026-09-18,"[기업/일자리]대구 AI기업 빅웨이브AI, 자동차부품 버티컬 AI로 제조업 AX 시장 공략 대구일보","[기업/일자리]대구 AI기업 빅웨이브AI, 자동차부품 버티컬 AI로 제조업 AX 시장 공략 대구일보",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9NT2h5ZS1yckVVX2prYTdSQTc5WVZkX0FkWlJJNXQ1cWhLcW53VW1JTGFyaVpvTExROXZOcWN0YnZvSkhWWkJiXzV2M1B6all5MmdLcmVlSHFCM2Vlc2pCWGdIOUFrZFo3?oc=5,대구일보,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00014,market,"中, AI로 제조업 전면 개조…시진핑 ""산업망 자주통제 높여라""",2026-09-17,"中, AI로 제조업 전면 개조…시진핑 ""산업망 자주통제 높여라"" 연합뉴스TV","中, AI로 제조업 전면 개조…시진핑 ""산업망 자주통제 높여라"" 연합뉴스TV",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9IYVRlRElNWEl2dnZkMVljY05GeG5pZEtCczNKMHFYS2EzN294OGdvUFBGVGM4b1dqREJ3NTFhdGxTYXRoWlIxZ3pwOTdiSUJlOW1CeThpUGEySEJSeFhHSkJPUERiU1E?oc=5,연합뉴스TV,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00015,market,피지컬 AI는 미국 제조업을 구원할 수 있을까,2026-09-18,피지컬 AI는 미국 제조업을 구원할 수 있을까 pado.kr,피지컬 AI는 미국 제조업을 구원할 수 있을까 pado.kr,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBQakM4Yy1QSURqc2RrdGt5S0dsWl9aWG93WndVMmZaek8ta1AxQmZhV2pxU255ZDBEV2oyX0ozSmZJVnRrdF9zcW0wV1kzSllnOHZyT1lzeG9JcGc?oc=5,pado.kr,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00016,market,피지컬 AI가 이끄는 제조업 미래…포항서 로봇 활용 방향 찾는다,2026-09-16,피지컬 AI가 이끄는 제조업 미래…포항서 로봇 활용 방향 찾는다 연합뉴스,피지컬 AI가 이끄는 제조업 미래…포항서 로봇 활용 방향 찾는다 연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1uNkdXT0pnX2hRQUE2YUlNRmplcE5lejlXeUZLclJDWFJWSGg4Vkc4eFQzV2tDTHZRdGIyNnc4QVplNUpJWHVCcm8wVXFWS28xVFlxTEt0bTc0VnfSAWBBVV95cUxPU0R6NV9OTk5XUG5TSjFhRmNKRUdOblRWUnEwcnVkcmd5TUhHSmUzbll5OXRhUVR0cXNPWjY0OS1Oc3RZRG1sd1Q0NUJveWU3UWxyaG14cjBKVW1ad01kSXk?oc=5,연합뉴스,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00017,market,"[기고]제조업 다음 경쟁력, 엣지 AI와 소프트웨어",2026-09-17,"[기고]제조업 다음 경쟁력, 엣지 AI와 소프트웨어 전자신문","[기고]제조업 다음 경쟁력, 엣지 AI와 소프트웨어 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE9nX0Y2NGNaYl9YdmFObUdMTll4R090OHJvNS1xWWJ4UG45QWViNHN0RG85NmxzdTBLY0pWRVFGaUNaME5LUFlmZG5OcGk4Zw?oc=5,전자신문,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00018,market,"“제조 AI, 기술만으론 못 지킨다”... 지식재산처, 산업용 AI 기업 글로벌 IP 공략 지원",2026-09-18,"“제조 AI, 기술만으론 못 지킨다”... 지식재산처, 산업용 AI 기업 글로벌 IP 공략 지원 특허뉴스","“제조 AI, 기술만으론 못 지킨다”... 지식재산처, 산업용 AI 기업 글로벌 IP 공략 지원 특허뉴스",https://news.google.com/rss/articles/CBMiSEFVX3lxTE14TjNPZDZLQ1VNa3NzQk5kWFdhTGF4ZWZnNzRtel9GUU42dUxYUFE3a3dKeGl6djNWVjRhSXlZb2tGZ1JUZFVXVA?oc=5,특허뉴스,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00019,market,"피지컬AI로 제조혁신 속도···과기정통부, 전북·경남 1.4조원 투입",2026-09-16,"피지컬AI로 제조혁신 속도···과기정통부, 전북·경남 1.4조원 투입 헬로디디","피지컬AI로 제조혁신 속도···과기정통부, 전북·경남 1.4조원 투입 헬로디디",https://news.google.com/rss/articles/CBMiakFVX3lxTE56UUhUbktkTHhCMnBYNmhXUmlqSU1QVERPYnRQX20yUVhzS3paSnhJTGJGYUZwTjNKWmFRWWVYVG8xRkpGYS1oTmROZUVpS2F5QXMzcWJDWjNmdnNpWHN1VW11YVdfdVNBaFE?oc=5,헬로디디,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00020,market,"[AI 브리프] AI로 제조업 다시 일으킨다…정부, ‘제조AI 2030 전략’ 공개",2026-09-17,"[AI 브리프] AI로 제조업 다시 일으킨다…정부, ‘제조AI 2030 전략’ 공개 아이티데일리","[AI 브리프] AI로 제조업 다시 일으킨다…정부, ‘제조AI 2030 전략’ 공개 아이티데일리",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBkVWJBTkRvbkhoWEZDX3RsTV9ERXd3VFdiRmtBVXJQajVQUnA4QVNkN09zNWtackRuREZYVWtWZEdBUlcwQjFOci1tcHh3ZHpSUHRscXpucnpnQUhOY0VmNWFzNlBPU3ox?oc=5,아이티데일리,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00021,market,"부산 스마트공장, 시스템 구축 넘어 제조AI로 전환…",2026-09-19,"부산 스마트공장, 시스템 구축 넘어 제조AI로 전환… 중도일보","부산 스마트공장, 시스템 구축 넘어 제조AI로 전환… 중도일보",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBUQzAwSnl5MjJURVVwcFl2ZzJIUDZ4WjhfV3ppV2hPZTZ6UVJia0xwNjdxdlVwT2YxN1g4ampObFNwVkZTR01heTRxTWVxOUkzM0I2UWZycFFoYnJaUzVqVFdtX0w?oc=5,중도일보,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00022,market,"독일 제조 공급망 지각변동, K-소부장·AI·물류기업에도 기회",2026-09-17,"독일 제조 공급망 지각변동, K-소부장·AI·물류기업에도 기회 물류신문","독일 제조 공급망 지각변동, K-소부장·AI·물류기업에도 기회 물류신문",https://news.google.com/rss/articles/CBMia0FVX3lxTE5ndFB1STkyY3dONkJQbVRJOFlqZGZCTi01c280cVZDZ3JDdDBRX2NkeldCbHVGMWdfQTV5TXpEeU13T0g3ZWVEVzRGaVR4TjhHd1lUV1VqcS02R0lIWjE2bG0tSWFsU0tsVEpF?oc=5,물류신문,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00023,market,"박완수 도지사, 중국 상하이 ‘장강 AI 로봇밸리’ 방문...‘제조 AI 실증·확산 거점’ 조성 박차",2026-09-17,"박완수 도지사, 중국 상하이 ‘장강 AI 로봇밸리’ 방문...‘제조 AI 실증·확산 거점’ 조성 박차 인공지능신문","박완수 도지사, 중국 상하이 ‘장강 AI 로봇밸리’ 방문...‘제조 AI 실증·확산 거점’ 조성 박차 인공지능신문",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE11VDRGdW1PZDdqSnhoQm83OWVIeFo0VmlqNkhnNHdRNERaQlFjS0p6SG01TkpBOE5OQ21qVXJuUkZBeE8teHBYUm4ydTR3SnQ4UUkwaVFfMjJ2bjlzNTBLaGt4bnBBZnc?oc=5,인공지능신문,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00024,market,"박완수 지사, 상하이 로봇밸리 방문…경남 제조 AI 접목 모색",2026-09-17,"박완수 지사, 상하이 로봇밸리 방문…경남 제조 AI 접목 모색 경남도민일보","박완수 지사, 상하이 로봇밸리 방문…경남 제조 AI 접목 모색 경남도민일보",https://news.google.com/rss/articles/CBMiakFVX3lxTE83b1kzNjBLa25WNWVMaWx2MW5aVklTMllFY3doNDQxUm5ibzNkLV9xQUQ0QXV1WGRkdUNoTk96MWUzOVNycnF1akhLUHBmZnhPOGx4QlV1ZkZ3S2NjOWJ4TU5GeXBfYTl3X0E?oc=5,경남도민일보,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00025,market,"경남대, 2005억 규모 ‘피지컬 AI’ 국가전략사업 총괄 주관대학 선정",2026-09-19,"경남대, 2005억 규모 ‘피지컬 AI’ 국가전략사업 총괄 주관대학 선정 v.daum.net","경남대, 2005억 규모 ‘피지컬 AI’ 국가전략사업 총괄 주관대학 선정 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBsVFNuTDVTOTI5dGFqeENUQlBBTzdpNjZtMkFUWG1Tb3RfbjYtNTc1dFJ0cWp0TDlyeHlGNkpmYUxpTzlTRjZzeVR6enhUOXc?oc=5,v.daum.net,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00026,market,"경남 제조 AI 센터 개소, 지역 제조기업의 AI 전환 본격화...올해까지 도내 기업에 인프라 전면 무료 개방",2026-09-17,"경남 제조 AI 센터 개소, 지역 제조기업의 AI 전환 본격화...올해까지 도내 기업에 인프라 전면 무료 개방 인공지능신문","경남 제조 AI 센터 개소, 지역 제조기업의 AI 전환 본격화...올해까지 도내 기업에 인프라 전면 무료 개방 인공지능신문",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5tVkRDSEtxNlBBWmR4NmpqVVplMTl4aFZCR0RzSGxVRjZaSnp4VHAzY05Vckt4ODBvcjFUaXJPa2xoRzZzbzVKa29seHJ1dUpIczdmZXc1dkVycVlPYjJLRVYtNHVsNms?oc=5,인공지능신문,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00027,market,"광주, AX 거점 지정…전남 제조업 묶어 ‘AI 메가벨트’로",2026-09-18,"광주, AX 거점 지정…전남 제조업 묶어 ‘AI 메가벨트’로 v.daum.net","광주, AX 거점 지정…전남 제조업 묶어 ‘AI 메가벨트’로 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBtM0t1V2trWHJqakJwOEtWUWN6OFhsdUdxNTVhT2FJcl9pdDMxeUMzVXdsQWxQVW01ckNzeWxmZ3NEMnRRMW9rMGRZUFU4QWc?oc=5,v.daum.net,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00028,market,"AI가 바꾼 제조업 … ""배터리 양극재 검사 12시간서 실시간으로""",2026-09-17,"AI가 바꾼 제조업 … ""배터리 양극재 검사 12시간서 실시간으로"" 매일경제","AI가 바꾼 제조업 … ""배터리 양극재 검사 12시간서 실시간으로"" 매일경제",https://news.google.com/rss/articles/CBMiVEFVX3lxTE5aX0Jtd1hTU2MyWHpFUWY1WkRzWTZUcTloaHE5blJyeTF1dVBJUDVCM0ZPN3h2OTRPTFViemdoQ28tYzVmUDgzTDhFRzIzVVVwZEU5cQ?oc=5,매일경제,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00029,market,"[특징주] 로봇주, 정부 제조업 AI전환 확산 착수.. 일제히 '불기둥'",2026-09-15,"[특징주] 로봇주, 정부 제조업 AI전환 확산 착수.. 일제히 '불기둥' 글로벌이코노믹","[특징주] 로봇주, 정부 제조업 AI전환 확산 착수.. 일제히 '불기둥' 글로벌이코노믹",https://news.google.com/rss/articles/CBMiiAFBVV95cUxPU2F5VUEtMVpjMXYzeUFnSHc3ejQzM2lJS0V4RVh2RlhxREZpYUhqR2l3UzFqbUNPczRxSjNMNzZHOGF5WUs3by12bnE4NWdQMVA1QW1nN09ucDJtTXY5T0I3dlVacWdxMXBtUjhnODFDOWRZX1VjbjNDdzNtOG1SOVdaN1oxQl9Z?oc=5,글로벌이코노믹,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00030,market,피지컬 AI·제조AX로 산업혁신 미래 연다,2026-09-17,피지컬 AI·제조AX로 산업혁신 미래 연다 영남경제,피지컬 AI·제조AX로 산업혁신 미래 연다 영남경제,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9ueFZDNldyMjRTbWxrY0xjeTY5OVloYjJ5RmhZSlpka0ltN3cxNEhONC1kSk42ZGF4VzU5N2dtLXZmQ2VDa2wybWhhZC1VeUNPNGxOWUJTY0RIN0dqbEx5TjdGZjdUVm8?oc=5,영남경제,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00031,market,"전남광주특별시, 제조업 AI 전환 이끈다…‘이노플러스 스테이지’ 개관",2026-09-16,"전남광주특별시, 제조업 AI 전환 이끈다…‘이노플러스 스테이지’ 개관 매일일보","전남광주특별시, 제조업 AI 전환 이끈다…‘이노플러스 스테이지’ 개관 매일일보",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBuVDlCTWhlcUtrWS1qN2VrZUdzbjFiT3lfZDJyMllnQ09melVCdVNDaU54ZjdPN1NuaUpVM09JckJlZ2hsd3BLczNYNFhHRUxValA4OTlVMU1CdlBpb3RQaGs2NzZVbC030gFoQVVfeXFMUG5UOUJNaGVxS2tZLWo3ZWtlR3NuMWJPeV9kMnIyWWdDT2Z6VUJ1U0NpTnhmN083U25pSlUzT0lyQmVnaGx3cEtzM1g0WEdFTFVqUDg5OVUxTUJ2UGlvdFBoazY3NlVsLTc?oc=5,매일일보,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00032,market,"미소정보기술, 정부 추진 'M.AX 제조 AI 전문기업' 선정",2026-09-18,"미소정보기술, 정부 추진 'M.AX 제조 AI 전문기업' 선정 v.daum.net","미소정보기술, 정부 추진 'M.AX 제조 AI 전문기업' 선정 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9KSFBKZC1pRUhCVW5hWXhCNl9GMjJOeFBkcEdYblZqbUJwdHJJZnBlc1QzNzdUZXVibWtNS2h4TFlLSEl0LWY0MFZtbkh4YWc?oc=5,v.daum.net,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00033,market,"中, 첨단제조업대회 첫 개최…시진핑 ""산업망 자립 수준 제고""",2026-09-17,"中, 첨단제조업대회 첫 개최…시진핑 ""산업망 자립 수준 제고"" 연합뉴스","中, 첨단제조업대회 첫 개최…시진핑 ""산업망 자립 수준 제고"" 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTFBFamJHM2dPZE4zSjNlWk1uemhMNHlNNlFYaFBXNWtvdEhhTFhMRWlSa1FVaFVHNDdrQ0FmVWM4MzUtYmpfbFFlY3FYRlQ2N1hOYU5hMWtjNjQtOHfSAWBBVV95cUxQWHJPakJYOUd1S3hMMVdPX2hRemlVcUhBMm9oUFlVWjNEUTQ2Yjh2QVZHejZiYVFJUlA2Z0NXLU9ZajdlcU1ELVBNbWt6RDNUcnhFUTdBUzVvOG5Ca1duTHo?oc=5,연합뉴스,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00034,market,"[인더스트리 솔루션 인사이트] AI 자율제조, 기술 넘어 ‘운영’을 혁신하다",2026-09-16,"[인더스트리 솔루션 인사이트] AI 자율제조, 기술 넘어 ‘운영’을 혁신하다 헬로티","[인더스트리 솔루션 인사이트] AI 자율제조, 기술 넘어 ‘운영’을 혁신하다 헬로티",https://news.google.com/rss/articles/CBMiX0FVX3lxTE5ubm1NVmJfZDRMRFFQNm1nVUdEUUpOczlvcFFWUHZ3M1BpUFJRV0VDa2taVDJiV1VNc2FPdzVEbDR3V29wUkRQUnE0VjgtQWRwVzlzLVQ5MllpUENwdy1Z?oc=5,헬로티,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00035,market,촘촘한 제조 현장 데이터로…'피지컬 AI' 글로벌 최강 전략 짠다,2026-09-17,촘촘한 제조 현장 데이터로…'피지컬 AI' 글로벌 최강 전략 짠다 한국경제,촘촘한 제조 현장 데이터로…'피지컬 AI' 글로벌 최강 전략 짠다 한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBrM0d4WGlZQWNvZ29mOVJDUVdJcmYyWHg5bDVWeGZXUFJPVWYwblVna29PMzVqZ3RsdVEyTGpKaWIzcHBsMERVY0NWY0tfM0dpemo2WXItVDZCdw?oc=5,한국경제,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00036,market,경남도 상하이 장강AI로봇밸리 찾아 제조AI 접목 방안 모색 - 머니투데이,2026-09-17,경남도 상하이 장강AI로봇밸리 찾아 제조AI 접목 방안 모색 - 머니투데이 mt.co.kr,경남도 상하이 장강AI로봇밸리 찾아 제조AI 접목 방안 모색 - 머니투데이 mt.co.kr,https://news.google.com/rss/articles/CBMiakFVX3lxTE5paFRMYk9UeWpmTUludm1vMFlBTnFaaEtaMGJUdF8xWFBjQURCNVJScjIxX3I4b0Z2WW9LdDFoVGFybGxXUUZjSjJHZG95di1iekhaa3JNeS14N25Yc2VveHRTbm9GYVZPS2fSAW9BVV95cUxNUE5kc0x3NUVfdG1UdEdfdWdFWWI5TzhxamNZS21SdWFwYS02aUg1eHpFTmhXNWhQLW5yNDlVQk8weTdvU1Qwa0VBaG5DTXlCZVVvbFFrS2RwR01CS0Q0R0MzaXNZMWZNUllMb1BqNUU?oc=5,mt.co.kr,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00037,market,포항서 ‘스마트 제조 미래’ 논의…피지컬 AI·로보틱스 한자리에,2026-09-17,포항서 ‘스마트 제조 미래’ 논의…피지컬 AI·로보틱스 한자리에 경상매일신문,포항서 ‘스마트 제조 미래’ 논의…피지컬 AI·로보틱스 한자리에 경상매일신문,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBnMjNUSUNVOXV4bjBET19nSW9TeEdiNlFMbnVkTzJVdHFZZ19rUHBIM1pFMGVYb0Y2Nk9yOGVScm4zSDV6VjU4MEZhMXp4VXdmU1dPdGxoNGtwZk0weUc4?oc=5,경상매일신문,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
CLN-00038,market,"한국전기연구원, 작업 지시 알아듣는 'AI 로봇' 개발…창원 제조업에 일손 보탠다",2026-09-17,"한국전기연구원, 작업 지시 알아듣는 'AI 로봇' 개발…창원 제조업에 일손 보탠다 한국경제","한국전기연구원, 작업 지시 알아듣는 'AI 로봇' 개발…창원 제조업에 일손 보탠다 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE45UWpHajdETjd0VTkzZ3FCWktzeV9TbjRWSlZKcWprOUF3X0F2RGRaVTNCSFY1eVd6U3I3UVd5OEE5dXhIRmYzaTRvQnBpaTB6Z3lYWV9pckEyUQ?oc=5,한국경제,,AI,2026-09-19T15:38:10.090473+09:00,False,False,live
